,score,review
1511,-2.061055898666382,"Yet another remake of ""Fistful of Dollars"", Sergio Leone's remake of Kurosawa's ""Yojimbo"" (suggested by the novel 'Red Harvest').<br /><br />This one is strictly a B-Movie; taken as that, it is rather"
1277,-2.060246229171753,"I was dragged to this movie about four years ago by a French actress friend of mine.<br /><br />For the first half hour I was sitting in my uncomfortable seat at the New Beverly theater in Hollywood, "
1379,-2.0573668479919434,"In Black Mask, Jet Li plays a bio-engineered super-killer turned pacifist, who has to fight against other super-killers. Bad plot, bad sfx(60 million dollar budget), but the fighting scenes were excel"
471,-2.054961919784546,"As shallow as it may sound, I actually delayed my viewing of ""The Barbarians"" several times just because the VHS cover (as well as the picture image displayed here on the website) looks so incredibly "
1032,-2.0541646480560303,"I only wish that Return of the Jedi, have been directed by somebody else, I mean, there is far too much ewoks scenes, completely unnecessary. Besides this time our heroes look like different people: P"
1771,-2.0500569343566895,In many ways DIRTY WORK is a predictable L&H short on the surface with the boys going to sweep someone`s chimney . Guess what happens next ? That`s right slapstick at its most sucessful ensues .<br />
1768,-2.0499038696289062,"Poor Basil Rathbone, an egotistical composer who's lost his muse. He's been faking it for some time, buying his lyrics and his music from various sources. Trouble is that two of the sources (Bing Cros"
984,-2.0498783588409424,"Movie ""comedies"" nowadays are generally 100 minutes of toilet humor, foul language, and groin-kicking. Modern comedies appeal to the lowest common denominator, the undemanding and slow of brain. Sure,"
1237,-2.0469770431518555,This is a deliriously colossal vulgar silly all star extravaganza revue of all the early talkie stars that Warner Bros could afford. ...and like most other rarely seen films actually made during the l
1930,-2.046116828918457,"The story-line was rather interesting, but the characters were rather flat and at times too extreme in their thoughts/behavior. More extreme than necessary. Also, I think something went wrong in the c"
943,-2.043078660964966,"The most succinct way to describe Ride With The Devil is with but one word: authenticity. I will not rehash what has already been said about this wonderous film, but I would like to say how much the h"
469,-2.0428307056427,"This show probably won't appeal to everyone. Sarah does what she wants; she doesn't ask for permission and she doesn't apologize. This is a sitcom with zombies, robot dinosaurs, flying cars, and a tea"
1294,-2.0410618782043457,Forget Neo and Bourne and all those half-baked made up modern heroes. They only look 12 year-oldish to please the wide audience of geeks that want to be their heroes. Since they cannot be Rambo or McC
1971,-2.038705825805664,"It isn't the worst film ever made, the actors aren't apalling and the script and director are not completely inept. <br /><br />It isn't the best film ever made, the actors aren't excellent and the sc"
826,-2.0385427474975586,"I make just one apology for this film: there are far, far, too many wide angle close-ups, and if they irritate you beyond endurance, fair enough. They drove ME barmy for the first ten minutes or so. B"
1022,-2.0378692150115967,"You're waiting to see if the remake is better or worse. I rated the Audie Murphy movie a 3 (I'm a harsh grader), the second lowest I ever gave Audie (the worst being ""Battle at Bloody Beach"" if you're"
746,-2.036397695541382,"Okay, truthfully, I saw the previews for this movie and thought to myself, what are the producers thinking? Hutton, Jolie, and DUCHOVNY? How could the monotoned actor possibly compete with Jolie's nat"
389,-2.033108711242676,This is a thoroughly diabolical tale of just how bad things can go wrong. A simple robbery. Pick up some serious change. Get our finances together and everything will be hunky-dory. Butmom and pop's 
2002,-2.0314924716949463,I wouldn't be surprised if Soderbergh was pressured to avoid making pre- revolution Cuba as graphically corrupt as it was. Merely reciting a few statistics isn't going to make it with the younger crow
164,-2.0281646251678467,"""The Lady from Shanghai"" is well known as one of Hollywood's most troubled productions. Welles' original cut was taken away by the producers and cut to ribbons. This made the already muddled mystery s"
129,-2.0249710083007812,"After, I watched the films... I thought, ""Why the heck was this film such a high success in the Korean Box Office?"" Even thought the movie had a clever/unusal scenario, the acting wasn't that good and"
1896,-2.015742540359497,"The 1997 low-key indie dramedy Henry Fool would seemingly have been a secure choice of movies no one would bother to revisit for a sequel. A rumpled, dissipated drifter (Thomas Jay Ryan) strolls into "
1962,-2.0150835514068604,"Blade Runner (Deckard is a Replicant!), <br /><br />City of Lost Children (augmented senses or whatever used and abused and mostly, well, just giving us far less than what we might dream of), and<br /"
1912,-2.014772891998291,"Let me get the bad out of the way first, James Hanlon is absolutely terrible trying to act his descriptions of what was going on with the rookie training and events of the day. Really it is in stark c"
223,-2.0140984058380127,"Felix Unger (Jack Lemmon) has just been dumped by his wife, because he is one of the most annoying , neurotic people in the world. Suicide is his way out, but he just can't seem to get it to work, so "
1854,-2.0079643726348877,"Indeed: drug use, warehouse shoot-'em-ups, 'Matrix'-esque bullet dodging, a futuristic city with a mix of Asian races, and a lonely vampire --all in the same movie-- seems like a story that could only"
1909,-2.006990671157837,Four macho rough'n'tumble guys and three sexy gals venture into a remote woodland area to hunt for a bear. The motley coed group runs afoul of crazed Vietnam veteran Jesse (an effectively creepy portr
1648,-2.0033891201019287,"For fans of 1970s Hammer type horror films, this movie should be a treat. The only thing I didn't like about the film was the fact that Peter Cushing was wasted on the worst episode. In general, howev"
719,-2.0033247470855713,Skippy from Family Ties goes from clean-cut to metal kid in this fairly cheesy movie. The film seems like it was made in response to all those upset parents who claimed metal music was turning their k
1147,-2.003157377243042,I found this a bit hard to follow to the extent that it seemed to dip in the middle while I tried to make head or tail of who was fighting who and why. One of the problems is the cultural/language one
905,-2.0011675357818604,"Barriers seems to be one of those series that have been lost in the mists of time. After it's transmission in the early 80s and one repeat, it's since sunk without trace. This is a crying shame.<br />"
949,-2.0001864433288574,"First off, let's start with the negative points: 1) There are HUGE, gaping wholes in the story line and questions that are raised that will get no where near being answered; 2) The movie is not for al"
1814,-1.9978299140930176,"The Stock Market Crash of 1929 and the Depression following almost ruined the American Musical Theater, in fact it was the final death blow to vaudeville. Those behind the curtains were hit as bad as "
199,-1.9976844787597656,"I remember having a pretty low regard for a venture like this when it was first released. James ""Not Jim"" Belushi, a hammy kid actress, and a cheesy title in a John Hughes formula. You couldn't have p"
844,-1.993064522743225,This second film is just as interesting as the previous one except that there is no suspense. We know what he is going to do and what is going to happen before it is even hinted at on the screen. Then
34,-1.9923049211502075,I was never a big fan of horror movies. They usually try cheap tricks to scare their audiences like loud noises and creepy children. They usually lack originality and contain overacting galore. The on
846,-1.9917947053909302,"Ok, needless to say, this film is only going to appeal to a certain audience; namely stoners and like-minded people.<br /><br />That being said, if you are one of these aformentioned people, this film"
573,-1.9907804727554321,"When I heard that Adrian Pasdar was in drag in this movie, my expectations that I would watch the entire movie were low. The only reasons I gave it a chance were the magnificent Julie Walters and the "
310,-1.9887349605560303,The only complaint I have about this adaptation is that it is sexed-up. Things that were only hinted at in the novel are shown on-screen for some weird reason. Did they think the audience would be too
1647,-1.987993836402893,"Once again, I was browsing through the discount video bin and picked up this movie for $4.88. Fifty-percent of the time the movies I find in the bin are pure crap (I mean horrible beyond belief) but h"
394,-1.9877585172653198,"This low-budget erotic thriller that has some good points, but a lot more bad one. The plot revolves around a female lawyer trying to clear her lover who is accused of murdering his wife. Being a soft"
466,-1.982114315032959,George and Kim are traveling with their young son Miles to a remote cabin in upstate New York when their car hits a deer and swerves into a ditch.But what seems to be a mere occurrence of misfortune m
383,-1.978482961654663,"Due to reading bad reviews and being told by friends that they couldn't believe how bad it was, I didn't go and see this film at the cinema. After watching it on DVD, I have to say I regret that now. "
153,-1.978010892868042,"I question anyone saying they don't care for this movie. Some reviewers have said it didn't have enough action, some said it was too long, etc. Don't listen to them!!! If you like Shawshank Redemption"
1976,-1.9756282567977905,"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap. and you know, im sorry i dont have any better comments, but damnit, go get the"
1752,-1.9753787517547607,"The Drug Years actually suffers from one of those aspects to mini-series or other kinds of TV documentaries run over and over again for a couple of weeks on TV. It's actually not long enough, in a way"
1262,-1.9731773138046265,"A lot of people hated this movie, but that I blame on two facts - 1 - They want it to be too much like the first couple of American Pie movies. and 2 - they are trying to take it too seriously.<br /><"
734,-1.9719516038894653,"I can tell you just how bad this movie is. I was in the movie and I haven't seen it yet, but I cringe at the thought of anyone actually paying to see me drunk. Especially considering what we did that "
1236,-1.965130090713501,"I waited ages before seeing this as all the reviews I read of this said it was horrible! i rented it expecting the worst, and while it is hardly the best sandler film out there, there are much worse! "
1760,-1.9634190797805786,"This series premiered on the cable TV station ""Comedy Central"" in the United States. It was chopped to death, and shown out of sequence. This was sad for the audience it should have attracted, it didn"
1335,-1.9595386981964111,"i almost did not go see this movie because i remember march of the penguin was not that much exciting. I went mainly because Disney promised to plant a tree if i go see it on the opening weekend, but "
1729,-1.9593867063522339,"Some guys think that sniper is not good because of the action part of it was not good enough. Well, if you regard it as an action movie, this view point could be quite true as the action part of this "
474,-1.9591079950332642,Great little thriller. I was expecting some type of silly horror movie but what I got was tight short thriller that waste none of our time. Mostof these movies we have to get into the back characters 
1008,-1.9585247039794922,"The only reason I give this movie 8/10 stars, and not 10, is because 1) Sinatra is awful and 2) the love interest of Kelly's character leaves much to be desired, (IMHO). Do love that Dean Stockwell, Q"
47,-1.9575107097625732,For a long time it seemed like all the good Canadian actors had headed south of the border and (I guessed) all the second rank ones filled the top slots and that left the dregs for the sex comedies.<b
496,-1.9568564891815186,"The plot is real horrific, the atmosphere really depressive, unusual for a low-budget production like that, and at least, for a German production. A little bit of Indian spirituality, mystic thriller "
1298,-1.9562257528305054,"If the redundancy of getting off the boat, on the boat, off the bus, on the bus.. is a way to waste time then you should go back to the Hollywood films that wrap this part up in one montage in order t"
1672,-1.9543956518173218,"I came to watch Guerrilla, part two of Steven Soderbergh's biopic of Che Guevara, without having seen the preceding film and without more than a cursory knowledge of Che's life. At the same time I was"
569,-1.954234004020691,""" Domino "" has been widely condemned on this site for its frenetic editing style and "" sickening "" photography. It's detractors cite its superficiality and criticize its deployment of "" style over sub"
1068,-1.952073335647583,"Making a book into a movie by following the story page-by-page is NEVER a good idea. When people read the book, they automatically start making their own ""mental movie"" of who the characters look like"
727,-1.9518787860870361,"I heard a few friends one day saying that ""Scarface sucks... some idiot tried to make another Godfather set in the early 80s."" Now, I usualy listen to idiots/watch CNN so I decided I'd stay away from "
1592,-1.951281189918518,"On September 11th, 2001, millions were killed; but 2,819 lives ended in an especially gruesome manner. They were the victim of a plane hijacking by extremists whose sole mission was to destroy buildin"
965,-1.9471882581710815,"Director Sidney Lumet has made some masterpieces,like Network,Dog Day Afternoon or Serpico.But,he was not having too much luck on his most recent works.Gloria (1999) was pathetic and Find Me Guilty wa"
1491,-1.9428242444992065,"So, Fox pulled the plug midway through a drama/mystery...<br /><br />How lame is that? Do they expect us to invest our time in their new shows when there is a realistic risk of never finding out what "
1664,-1.941705584526062,"On the eighth day God created Georges. But the same as an eighth day doesn't fit into the week, Georges doesn't fit into the modern world: He has Down syndrome and is therefore marginalized by society"
1847,-1.9404042959213257,Lubitsch's last production but not his least interesting film. Somehow largely ignored by critics as he couldn't finish it himself and as the movie wasn't co-signed by Preminger who he did most of the
1399,-1.9346489906311035,"I didn't really go into ""Reign Over Me"" knowing exactly what to expect either from the director or the story. The plot was easy enough to understand, I suppose. This guy's whole family died in 9/11, a"
1610,-1.9343069791793823,"The industry dropped the ball on this. The trailer does not do the movie justice and when this opened it was on a hand full of screens. Had people had an opportunity to see this, work of mouth would h"
309,-1.933167576789856,"I just read the plot summary and it is the worst one I have ever read. It does not do justice to this incredible movie. For an example of a good summary, read the listing at ""Turner Classic Movies"". A"
478,-1.9323889017105103,"The idea of making a film about the Beatles sounds doomed idea, as no production can catch the idea of the actual historic Beatles. Then it is perhaps best not to try to recreate the past, but to prod"
218,-1.927105188369751,"After the success of Die Hard and it's sequels it's no surprise really that in the 1990s, a glut of 'Die Hard on a .....' movies cashed in on the wrong guy, wrong place, wrong time concept. That is wh"
647,-1.9259343147277832,"Rather nasty piece of business featuring Bela Lugosi as a mad scientist (with yes, a Renfield-like assistant and his mother, a dwarf and yes, the scientist's wife (sounds like a Greenaway movie actual"
1057,-1.9237539768218994,"a bit slow and boring, the tale of an old man and his wife living a delapidated building and interacting with a fixed cast of characters like the mailman, the brothers sitting on the porch, the wealth"
253,-1.9206180572509766,"**POSSIBLE SPOILERS**<br /><br />The biggest part of the movie that doesn't work IS the Wendigo, and when your title character fails, your movie usually isn't far behind it. The filmmakers' interpreta"
710,-1.9203054904937744,"Sitting, Typing Nothing is the latest ""what if?"" fest offered by Vincenzio Natali, and starring David Hewlitt and Andrew Miller as two losers. One is having relationship problems, got canned from his"
499,-1.9198055267333984,"I have to admit that I went into Fever Pitch with low expectations. It's no huge revelation for me to say that Jimmy Fallon's last movie (Taxi) was Catwomanly bad, and the trailers for Fever Pitch wer"
736,-1.918984293937683,In September 2003 36-year-old Jonny Kennedy died. He had a terrible genetic condition called Dystrophic Epidermolysis Bullosa (EB) - which meant that his skin literally fell off at the slightest touch
1403,-1.9149632453918457,"I heard tell that Madonna was briefly considered for the Catherine Tremell role. Compared to Sharon Stone, Madonna is too coarse and BAUERISCH. She's not even close. <br /><br />EVIL INCARNATE: Sharon"
134,-1.9121862649917603,"Fair drama/love story movie that focuses on the lives of blue collar people finding new life thru new love.The acting here is good but the film fails in cinematography,screenplay,directing and editing"
1801,-1.911009430885315,"There are so many ""Hollywood"" movies made now that are not only torture to watch, but also have no bearing on anyone's life, whatsoever. Granted, movies don't always have to have deep meaning, but it'"
1691,-1.910906434059143,"YES, the plot is hardly plausible and very thin. YES, the acting does range from average to laughable. YES, it has been done so many times before. However what we are dealing with is a film that does "
1606,-1.9095596075057983,"This movie appears to have designed as a Fred Astaire-Ginger Rogers film--the plot outline, dance numbers, zippy music and the entire formula is there...except for Ginger! Whether it REALLY was origin"
1557,-1.9081274271011353,This first two seasons of this comedy series were very strange and they weren't very funny and had a drama element where Bill (the mother) was struggling with all the usual problems in life but that e
1291,-1.9065587520599365,Although DiG! was being hailed as being closest to what the music industry is like it is highly fabricated. The director has misled the audience into believing the Brian Jonestown Massacre disappeared
1731,-1.9064760208129883,"OK...this one's a weirdy....Honestly, I can't tell you all the inner plot-points of THE BEAST, cuz I started losing interest when nothing happened during the first 45 or more minutes - but just wait, "
1538,-1.9062420129776,"I heard about this movie when watching VH1's ""100 Most Metal Moments."" On the segment, Gene Simmons (who played a cameo) and several other interviewees discussed how utterly awful this movie is. Unlik"
1816,-1.9053165912628174,"(originally a response to a movie reviewer who said A Bug's Life was too much, too fast--he was ""dazed and exhausted"" by the visuals, and seemed to ignore the story completely)<br /><br />Okay, first "
1637,-1.8988282680511475,My brother brought this movie home from the rental store and I remember expecting it to be such a bore. I think the title especially put me off. I can't ever remember starting a movie with such low ex
1576,-1.8966695070266724,"I am actually outraged at the comment I read stating that this movie was ""boring"" and the beautiful scenery was marred by the black and white footage. It was made in 1925!!!! I think it absolutely inc"
1596,-1.8956488370895386,"Well the story is a little hard to follow the first time, but that's only because of all the bare breasted '70s painted-up vampire/witches dancing to the bongo drums. This of course interrupted by a f"
219,-1.894631028175354,Moonchild is a very difficult movie to categorise. It's easiest to think of it as several snapshots of the lives of the two central characters. The fact that these characters are members of a street g
1695,-1.893198847770691,"I found the one and only comment about this movie entirely uninformative and altogether too harsh, so I have decided to write my own. I first saw this movie when it came out and have caught it a few t"
899,-1.8922944068908691,"With part reconstruction and part direct shooting, the directors made a formidably limpid documentary on a coup d'état against President Chavez in Venezuela, organized by a foreign secret service and "
763,-1.891242265701294,"I reached the end of this and I was almost shouting ""No, no, no, NO! It cannot end here! There are too many unanswered questions! The engagement of the dishwashers? Mona's disappearance? Helmer's come"
654,-1.8910131454467773,What percentage of movies does a person go to see these days that leave them wondering what happened to their eight to ten dollars? ANSWER: TOO MANY! This movie isn't like that. It is a story about re
1551,-1.8899827003479004,"Bored with the normal, run-of-the-mill staple films to watch this Halloween that I've seen over and over again, I took a chance on ""The Sentinel"", hoping it could get my horror juices flowing again. M"
1927,-1.8897525072097778,"'The Luzhin Defence' is a good film with fine central performances, but too much of the novel and not enough of the filmmaker's craft shines through. It felt through most of the film that the characte"
295,-1.8895041942596436,"Salva and his pal Bigardo have been at the margin of the law during most of their lives. We see them panhandling in a car of the underground, where their pitch to get donations is so lame, no one give"
2041,-1.887917399406433,Kids - of whatever age - do not want to know about their parents' sex lives. And grown-up children are often seriously baffled and disconcerted by any evidence that aging parents possess an active lib
693,-1.8867436647415161,"Generally, it's difficult to rate these cut-&-paste films. Some of the segments can be quite good while others bring down the rating of the overall product. In this one, for instance, the all-girl sce"
1082,-1.8841326236724854,"Some films manage to survive almost on originality alone - ""Wonderland"" is certainly one of those films. The script manages to throw everything into a near-fever pitch, but without making it incoheren"
1713,-1.8837658166885376,"this movie is ok if you like mindless action ,corny acting, and a very small plot !The special effects are decent considering this movie is from the director of""Event Horizon"". The costumes are like s"
1822,-1.8812928199768066,"This movie is stuffed full of stock Horror movie goodies: chained lunatics, pre-meditated murder, a mad (vaguely lesbian) female scientist with an even madder father who wears a mask because of his ho"
1936,-1.8810234069824219,"Yes, this is an ultra-low budget movie. So the acting isn't award winning material and at times the action is slow-paced because the filmmakers are shooting longer sequences and not a million instants"
1859,-1.875425100326538,"Slaughter High is about a boy named Marty. He was harassed, and picked on in high school. A group of kids played several pranks on him, and these pranks were REALLY bad. The last prank ended tragicall"
46,-1.8743757009506226,The movie is absolutely silly.<br /><br />But were you expecting a high-brow intellectual film based on a comic called Slam Dunk? Really? Jay Chou's acting isn't exactly the most moving thing I've eve
1483,-1.8738248348236084,If your a hard core Freddy fan then you might not like it. This seems to be a spoof of the nightmare series. Not much to see here. The only reason it holds it self up is the back story on Freddy.<br /
1391,-1.8715152740478516,Well i am going to go against the grain on this film so it seems. Being a self confessed horror fan I sat down to this not quite knowing what to expect. After 2 or 3 mins i actually found myself scare
886,-1.871253490447998,The group of people are travelling to Belgrade in an awful bus led by a drunk conductor and his dumb son (who likes to drive with his eyes closed). Their journey is frequently interrupted by many hila
372,-1.8697457313537598,Plotwise this is a rather silly little whodunnit masquerading as a period drama/biopic.<br /><br />However the only reason I wanted to see it in the first place was because I was curious about what th
986,-1.868065595626831,STAR RATING: ***** The Works **** Just Misses the Mark *** That Little Bit In Between ** Lagging Behind * The Pits <br /><br />Mike Atherton (Dudikoff) is peacefully making his way in the Wild West wh
20,-1.8639590740203857,"The critics didn't like this film. It bombed in the States and as a result received only a limited showing in Britain. Which was a great shame, because it represents British rather than American humou"
707,-1.8639267683029175,"CAT SOUP has two ""Hello Kitty""-type kittens embarking on a bizarre trip through the afterlife, where anything can happen, and does. This mind-tripping Asian short uses no dialog, substituting word bal"
1131,-1.8551125526428223,"*********Ten out of Ten Stars********* <br /><br />It's hard to believe this was a made for television movie. Just the phrase, ""made of TV"", makes me shudder. The production values for made for TV mov"
320,-1.8537505865097046,"No, there is another !<br /><br />Because every Star Wars fan had to have an opinion about I, II & III and because that opinion was biased since we missed so much the atmosphere and the characters of "
5,-1.8533457517623901,"I thought the racism and prejudice against Carl Brashear was grossly overdramatized for Hollywood effect. I do not believe the U. S. Navy was ever that overtly racist. I cannot imagine a full Captain,"
1603,-1.85187828540802,"I will start by saying that this has undeservedly be panned by just about everyone! The fact is it wasn't what anyone was expecting, especially from Guy Ritchie. What everyone was expecting was cockne"
552,-1.850466251373291,"A few summer space campers actually were accidently sent into space by a robot. And the oxygen in ship was running short. They had to sent someone to a space station to get the gas tanks, etc, etc.<br"
1914,-1.8492231369018555,"I saw a trailer for this on Afro Promo, the collection of movie trailers for movies featuring African-Americans. It looked like what it is; a highly tendentious ""wacky"" comedy in which an uptight blac"
1146,-1.8463472127914429,"As a long time fan of Peter O'Donnell's greatest creation, I watched this film on DVD with no great hopes of enjoyment; indeed I expected to be reaching in disgust for the remote control within fiftee"
526,-1.8452187776565552,"First of all, the only reason people keep bitching about this film is because they can't stand a few parts of the true story being ""altered"". Well guess what? Peter Jackson's film wasn't a perfect ren"
1634,-1.840121865272522,"There is an episode of The Simpsons which has a joke news report referring to an army training base as a ""Killbot Factory"". Here the comment is simply part of a throwaway joke, but what Patricia Foulk"
772,-1.8386569023132324,"Typically, ""kids"" films have some annoying quality to it that makes it way too sappy and unbearable for someone over 13. But then again, that's before Holes hit the scene. Sure, it has the very same m"
517,-1.8337918519973755,"Most folks might say that if one were to spend a Saturday night watching a movie,you must be really bored. Actually,I had just gotten back home from being out and turned on the TV and there it was,""Pa"
1579,-1.8325135707855225,"The fourth in the ""Dirty Harry"" series, this film features one of the most despicable, ugliest, unlikable, profane, disgusting females I have ever seen on film: ""Ray Perkins,"" played by Audrie Neenan."
156,-1.8311513662338257,"First off, I must say that I made the mistake of watching the Election films out of sequence. I say unfortunately, because after seeing Election 2 first, Election seems a bit of a disappointment. Both"
95,-1.8308268785476685,"I had seen Marion Davies in a couple of movies and really couldn't understand her appeal. She couldn't dance for peanuts, she didn't attempt to sing and as for her acting - she seemed in a trance. But"
1970,-1.830003261566162,"If there's one genre that I've never been a fan of, it's the biopic. Always misleading, filled with false information, over-dramatized scenes, and trickery all around, biopics are almost never done ri"
629,-1.8290913105010986,Holy crap this is so hysterical! Why aren't American comedies written like this? For anybody who thinks comedy has to be dumb-- there is more wit and intelligence in the six episodes of this series th
902,-1.8287304639816284,I rented this movie from blockbuster on a whim .. i like alan arkin and the cover was catching ... i read the back and knew right away it was going to either be the best or the worst movie i have ever
793,-1.8279951810836792,"This 1939 film tried to capitalize on the much better Michael Curtiz's film ""Angels with Dirty Faces"". As directed by Ray Enright, the only interesting thing is how tamed these kids were in comparison"
1799,-1.8274813890457153,"Forget that this is a ""B"" movie. Forget that it is in many ways outdated. Instead give writer-director Ida Lupino much deserved credit for addressing a subject which at the time (1950) was taboo in Ho"
989,-1.8262532949447632,After 7 years of watching that dreadful nonsense called Star Trek Voyager I was feeling pretty numb. Next Gen and DS9 were bloody good stuff and Voyager ruined TV Trek. This opened with probably the b
683,-1.8245493173599243,"When I heard about ""Hammerhead"" being released on DVD and finally found it at my local DVD store, I thought ""well, just another cheap monster movie from Nu Image"". Those guys around Boaz Davidson and "
1296,-1.824542760848999,"When I watch a low budget film I know what to expect. I expect the acting not to be as good (budget reasons), I expect the lighting not to be as good (budget reasons)I expect the sound not to be as go"
177,-1.818074107170105,"I recall seeing this film on TV some years ago and not paying full attention, maybe even missing the first half, so I came to the conclusion that it was dull and over rated. I decided to revisit it la"
1161,-1.8169684410095215,"Thanks to this fungal film I do NOT want my Maypo, can't stomach the thought of Maltex or Wheatena, and even that granola over there doesn't look so innocent anymore! Why wasn't the song ""Slop Time"", "
1418,-1.814927339553833,"""House Of Games"" is definitely not without its flaws- plot holes, stiff acting, final scenes- but they do little to detract from the fun of watching a thriller that so methodically messes with your he"
1945,-1.814423680305481,"`Mad Dog' Earle is back, along with his sad-sack moll Marie, and that fickle clubfoot Velma. So are Babe and Red, Doc and Big Mac, and even the scenery-chewing mutt Pard. The only thing missing is a g"
344,-1.8081399202346802,"Paul was totally ripped off by someone at paramount who made Dave. It's the same story, not as funny though.<br /><br />Paul related to me this morning about the scene were sammy davis sings the new n"
586,-1.8068816661834717,"If you go to this movie expecting something it isn't, you will be disappointed, as with any movie. This movie contains what Hemmingway described as the ""iceberg effect"". On the surface, its simply a c"
2039,-1.8031041622161865,"Three teenage girls in an incomplete triangular relation. The base of the triangle is barely there. At the apex is Marie, a serious, short and lean tomboy with a Belmondo-like facial structure. Her be"
49,-1.7993977069854736,"After seeing the terrible, terrible, terrible BATMAN: DEAD END I knew I had to see this as soon as I heard about it.<br /><br />Pressing play to view the trailer I thought I was in for another hideous"
1555,-1.7977182865142822,"Just two comments....SEVEN years apart? Hardly evidence of the film's relentless pulling-power! As has been mentioned, the low-budget telemovie status of 13 GANTRY ROW is a mitigating factor in its li"
1804,-1.7952641248703003,"I watch a lot of films, good, bad and indifferent; there is usually something of interest to fixate upon, even if it is only set design, or the reliable labor of a good character actor, or the fortuit"
415,-1.7923918962478638,"I went into this expecting not to like it; I figured it would be terribly worthy and earnest, and rather plodding and dull.<br /><br />It's actually far better than that, and I found myself really enj"
254,-1.7913039922714233,"Why a good actress like Elizabeth Berkley stars in this commonplace movie???!!! The cast gives some good performance (Elizabeth Berkley as a Barbie girl, Ele Keats as a girl without mother and Justin "
1492,-1.7909259796142578,"Unfortunately, in cases such as these, there are so many conflicting stories as everyone tries to cast blame on to others that it is a near impossibility to get a clear picture of what really happened"
1928,-1.7895448207855225,"This movie is just too funny, a totally non-PC gangster romp. If Mel Brooks made a picture about the Mob in the 30's, it would probably look like this. Too many great one-liners to to remember, and wh"
417,-1.7868425846099854,"This might contain a spoiler, so beware.<br /><br />If it had been 200,000 thousand or two million people, does it make a difference? Sometimes I get so angry at the apparent apathy of a small number "
1157,-1.7861987352371216,"Due to the invention of a ""The Domestication Collar"", flesh-eating zombies are brought under control, and become productive members of society; however, they perform menial tasks. The servile dead att"
106,-1.7859387397766113,"""Kolchak"" was a TV series that really didn't fit into any category. Part horror, part comedy, some social awareness thrown in, and what we have is something that I think people weren't ready for. It's"
1108,-1.7805720567703247,"I don't know whether to recommend this movie to the fans of "" Tetsuo "" or not . Why "" Tetsuo "" ? Because you can easily label some things about this movie as a very obvious "" Tetsuo "" rip - off . The "
143,-1.7777209281921387,"Although I like Kurt Vonnegut, I'm not particularly interested in spy stories and I didn't know this one. The only reason I watched it was Nick Nolte, who is one of my favorite actors since I saw ""Bre"
1837,-1.7766914367675781,"Shot into car from through the windscreen, someone is playing someone else their latest song, someone else didn't react, according to the voice-over. I just wonder how that came to be made. There were"
695,-1.7758443355560303,"Horror Gods Boris Karloff and Bela Lugosi should be more than sufficient a reason for any Genre-lover to watch a film, and, even though the most convincing one they are not the only reason to watch th"
1767,-1.7748875617980957,zero day is based of columbine high school massacre. and its a video diary of two boys. at first you don't know whats going to happen you think it is just a bad student film. until they start talking 
155,-1.7708110809326172,"Oh dear . Yet another example of "" Oireland "" and religion . No doubt we'll be seeing some depressing nonsense featuring some "" hunky and macho freedom fighters "" from the IRA . Well that was my initi"
1125,-1.76864492893219,"This is a run-of-the-mill nature porn movie. By porn, I don't mean sex. I mean gratuitous images of (for example) thousands of birds together, or hundreds of walruses, or a giant waterfall or iceberg."
1459,-1.7658437490463257,"this was the most costly film, when produced. Sir Alexander Korda and H.G. Wells were both distressed by its poor ratings---for good reason. it was and remains far ahead of its time. aside from the se"
1322,-1.7653523683547974,It is written in stone that Disney animations simply ~must~ be musicals. Right? Where? Show me. Because I found this attempt to be much more enjoyable for ~not~ containing the hokey made-for-five-year
1265,-1.7618327140808105,"""Telefilms"" tend to fall under the pitfalls of a low budget and a hasty shooting schedule, which is why this film always tends to buck the trend.<br /><br />George C. Scott embodies Ebenezer Scrooge p"
237,-1.7608349323272705,"After seeing several movies of Villaronga, I had a pretty clear opinion about him -- he concentrates too much on the personal aspect of the characters, forgetting about a rhythm of the movie. That is "
881,-1.7578457593917847,"This is full of major spoilers, so beware.<br /><br />""Prix de Beaute"" always suffers in comparison to the two films Louise Brooks made with G. W. Pabst, ""Pandora's Box"" and ""Diary of a Lost Girl,"" bu"
167,-1.7551054954528809,Dumbland is not for all. In fact Dumbland maybe in for nobody except Lynch and that's what make it funny and a collective cartoon. Violent? Yes. Profanity? Yes. Absurd? Yes. A piece of garbage? Never.
1309,-1.7546008825302124,"This is the kind of movie Hollywood needs to make more of. No extravagant props, no car chases, no clever one-liners. Just people dealing with being people.<br /><br />William Macy plays an unlikely h"
2037,-1.7514910697937012,"OK, I didn't know what to expect when I saw the cover to Fido, honestly when I came across it in the video store I was tempted to rent this movie, but nothing about it really grabbed my attention. But"
1510,-1.7493864297866821,"College girl Joanne Murray takes on the unenviable job of readying the student housing building to become apartments,which includes selling the unneeded furniture This takes place during a break,so a "
135,-1.7490763664245605,"Flat out the funniest spoof of pretentious art house films ever made.<br /><br />This flick exposes all the clichés, and then some! Excruciatingly bad (Downs-Syndrome!) actors. Terribly heavy self imp"
